Age,Years_of_Experience,Education_Level,Job_Role,City_Tier,Salary
21,0.0,High School,Junior,Tier 2,406915.0
17,0.0,High School,Junior,Tier 1,335284.0
31,10.3,High School,Mid,Tier 1,367828.0
51,28.4,Bachelor,Mid,Tier 2,812860.0
29,6.8,Bachelor,Manager,Tier 3,2610017.0
28,2.7,Bachelor,Mid,Tier 3,1376562.0
32,9.1,Bachelor,Lead,Tier 1,2353561.0
31,7.9,Bachelor,Senior,Tier 2,1207577.0
26,4.8,Bachelor,Junior,Tier 1,1203713.0
28,5.5,Bachelor,Lead,Tier 1,1437901.0
40,12.7,Master,Lead,Tier 1,1693692.0
51,28.2,High School,Junior,Tier 2,508640.0
62,37.1,Bachelor,Mid,Tier 2,703519.0
54,29.9,High School,Junior,Tier 3,398602.0
55,35.0,High School,Junior,Tier 2,428159.0
24,0.0,High School,Junior,Tier 2,309203.0
27,5.6,Master,Mid,Tier 1,825111.0
18,0.0,High School,Mid,Tier 2,464703.0
22,0.0,Bachelor,Lead,Tier 2,2259044.0
21,0.0,High School,Mid,Tier 2,438176.0
44,22.6,Bachelor,Mid,Tier 2,1252560.0
38,16.9,Bachelor,Lead,Tier 2,1776110.0
39,13.5,Bachelor,Lead,Tier 1,2139224.0
27,7.3,High School,Mid,Tier 2,486355.0
35,10.6,High School,Mid,Tier 3,690895.0
51,29.8,Bachelor,Mid,Tier 2,1374136.0
60,35.6,Bachelor,Junior,Tier 3,702712.0
38,15.1,High School,Junior,Tier 2,297972.0
37,12.4,Bachelor,Junior,Tier 3,557056.0
43,19.9,Bachelor,Mid,Tier 2,883354.0
49,26.6,Bachelor,Mid,Tier 1,910791.0
17,0.0,High School,Junior,Tier 3,530358.0
32,10.6,High School,Junior,Tier 3,496519.0
23,1.9,Bachelor,Lead,Tier 1,1446929.0
28,10.0,Bachelor,Lead,Tier 1,2120100.0
83,62.9,Bachelor,Manager,Tier 2,2515347.0
25,5.4,Bachelor,Mid,Tier 3,704709.0
42,16.5,Bachelor,Manager,Tier 1,2249245.0
46,20.1,High School,Junior,Tier 3,510718.0
29,6.4,Bachelor,Lead,Tier 1,1318625.0
44,25.6,Master,Manager,Tier 1,2849744.0
60,42.0,Master,Mid,Tier 2,1399283.0
30,6.6,Bachelor,Senior,Tier 1,1015838.0
24,0.8,Bachelor,Mid,Tier 3,927796.0
17,0.0,High School,Junior,Tier 3,181647.0
31,8.6,Bachelor,Senior,Tier 1,896695.0
52,29.7,Bachelor,Mid,Tier 3,1368141.0
39,18.3,Bachelor,Manager,Tier 1,2106359.0
73,55.0,Bachelor,Mid,Tier 2,1328865.0
38,18.6,High School,Junior,Tier 2,539030.0
48,29.7,High School,Junior,Tier 2,372551.0
60,34.3,High School,Mid,Tier 2,632569.0
26,6.1,High School,Mid,Tier 3,606939.0
20,0.0,High School,Junior,Tier 2,369379.0
54,35.4,PhD,Manager,Tier 1,3089616.0
50,30.7,High School,Junior,Tier 2,303104.0
20,0.0,Bachelor,Mid,Tier 3,905165.0
23,0.0,Bachelor,Mid,Tier 1,865814.0
35,12.0,Bachelor,Mid,Tier 1,1467683.0
43,20.2,High School,Junior,Tier 1,673824.0
50,29.5,High School,Mid,Tier 2,650579.0
58,36.8,High School,Junior,Tier 3,429898.0
55,35.8,Bachelor,Mid,Tier 3,806185.0
29,10.2,Bachelor,Manager,Tier 1,2608204.0
47,23.3,Bachelor,Junior,Tier 1,539735.0
39,18.0,High School,Lead,Tier 3,1200204.0
63,41.9,High School,Mid,Tier 2,1363120.0
27,4.8,High School,Mid,Tier 1,509337.0
38,17.9,Bachelor,Manager,Tier 1,1951890.0
25,4.0,High School,Junior,Tier 2,412029.0
31,7.9,High School,Junior,Tier 2,285684.0
40,17.7,Bachelor,Mid,Tier 2,671900.0
42,19.3,PhD,Lead,Tier 1,1772419.0
52,28.5,High School,Mid,Tier 1,1295481.0
46,23.8,Bachelor,Mid,Tier 1,1176340.0
31,6.4,Bachelor,Junior,Tier 2,502439.0
33,11.9,High School,Junior,Tier 2,436009.0
58,38.8,High School,Mid,Tier 3,660070.0
52,30.1,High School,Senior,Tier 2,1811299.0
25,4.9,Bachelor,Manager,Tier 1,2825570.0
54,32.3,Bachelor,Mid,Tier 1,1548259.0
46,22.0,Master,Mid,Tier 1,745770.0
28,10.0,High School,Mid,Tier 3,640197.0
24,0.0,High School,Mid,Tier 1,675475.0
39,17.0,Bachelor,Manager,Tier 2,1903283.0
60,36.5,Bachelor,Senior,Tier 1,1021689.0
22,3.2,High School,Junior,Tier 1,497402.0
27,5.4,Bachelor,Manager,Tier 1,2154301.0
35,17.0,Bachelor,Mid,Tier 3,1510618.0
47,25.1,Bachelor,Lead,Tier 1,1480879.0
33,9.5,Bachelor,Lead,Tier 2,2000189.0
40,14.6,Bachelor,Manager,Tier 1,2730404.0
38,18.2,Bachelor,Manager,Tier 2,2674397.0
26,2.3,Bachelor,Mid,Tier 2,806390.0
54,31.2,Bachelor,Mid,Tier 1,1141771.0
39,19.5,Bachelor,Junior,Tier 1,550856.0
60,40.1,High School,Junior,Tier 1,451362.0
32,8.8,Master,Manager,Tier 1,2200708.0
19,0.0,Bachelor,Mid,Tier 2,734413.0
31,5.5,High School,Mid,Tier 3,596253.0
29,2.9,High School,Mid,Tier 1,495043.0
39,18.5,High School,Mid,Tier 2,703564.0
42,21.7,Master,Mid,Tier 2,1479800.0
26,4.7,High School,Junior,Tier 2,180000.0
27,5.4,Bachelor,Manager,Tier 1,1976726.0
52,28.6,High School,Mid,Tier 2,508317.0
50,30.9,Bachelor,Junior,Tier 3,511002.0
51,25.4,High School,Junior,Tier 3,929830.0
51,28.1,High School,Mid,Tier 3,1186856.0
40,18.3,High School,Mid,Tier 1,1223722.0
61,39.0,High School,Junior,Tier 2,305021.0
35,13.0,High School,Mid,Tier 2,606245.0
31,8.0,Master,Manager,Tier 2,2879742.0
43,22.1,High School,Mid,Tier 3,1157231.0
20,0.0,High School,Junior,Tier 3,479147.0
35,12.7,Bachelor,Mid,Tier 1,908810.0
30,8.9,Bachelor,Mid,Tier 2,644392.0
42,19.3,Master,Lead,Tier 3,2235468.0
51,29.0,High School,Junior,Tier 3,1244278.0
39,17.4,Master,Manager,Tier 1,2917356.0
69,43.5,High School,Junior,Tier 2,300843.0
29,3.7,Bachelor,Mid,Tier 2,808641.0
21,0.0,Bachelor,Mid,Tier 2,729839.0
24,0.8,Bachelor,Senior,Tier 1,920561.0
55,31.9,High School,Junior,Tier 1,379648.0
42,21.1,High School,Mid,Tier 3,470014.0
48,24.0,High School,Junior,Tier 2,202859.0
31,4.2,Bachelor,Senior,Tier 2,1157102.0
52,33.3,Bachelor,Manager,Tier 2,2369181.0
30,10.4,Bachelor,Junior,Tier 2,717621.0
29,9.4,High School,Mid,Tier 2,668233.0
32,7.8,Bachelor,Junior,Tier 3,729358.0
47,24.8,Bachelor,Lead,Tier 3,2249852.0
56,31.5,High School,Mid,Tier 3,734880.0
40,17.9,Bachelor,Mid,Tier 2,698626.0
20,0.0,Bachelor,Lead,Tier 2,1375600.0
36,11.8,Bachelor,Mid,Tier 3,763631.0
45,24.0,Bachelor,Lead,Tier 1,1569277.0
38,15.5,High School,Mid,Tier 2,827177.0
60,41.4,Master,Lead,Tier 1,2079462.0
70,48.2,Master,Manager,Tier 2,2297387.0
21,0.0,Bachelor,Junior,Tier 2,554803.0
57,31.4,High School,Mid,Tier 2,605077.0
33,15.0,High School,Junior,Tier 1,490042.0
37,14.3,High School,Mid,Tier 2,306058.0
50,28.5,Master,Manager,Tier 1,2818428.0
68,46.0,Bachelor,Mid,Tier 3,1224108.0
28,8.8,High School,Mid,Tier 2,688182.0
32,6.2,Bachelor,Mid,Tier 3,787554.0
30,10.7,Master,Lead,Tier 2,2418277.0
18,0.0,High School,Junior,Tier 3,579412.0
45,23.0,Bachelor,Lead,Tier 2,1377686.0
22,0.8,High School,Mid,Tier 2,633158.0
38,15.3,Bachelor,Junior,Tier 3,743548.0
37,11.6,Bachelor,Lead,Tier 2,1507626.0
23,2.2,Bachelor,Junior,Tier 2,636953.0
59,37.5,High School,Mid,Tier 2,798447.0
48,26.5,Master,Lead,Tier 1,2379473.0
53,32.0,Bachelor,Manager,Tier 1,2691742.0
18,0.0,High School,Mid,Tier 2,732603.0
30,11.0,Bachelor,Mid,Tier 2,862636.0
50,28.0,Bachelor,Mid,Tier 2,1565272.0
38,17.1,High School,Mid,Tier 2,617674.0
48,25.5,High School,Mid,Tier 3,757584.0
60,40.1,High School,Mid,Tier 2,557898.0
46,24.2,High School,Junior,Tier 2,478219.0
39,16.8,Bachelor,Mid,Tier 2,1495112.0
55,35.4,Bachelor,Lead,Tier 1,2140973.0
17,0.0,High School,Mid,Tier 3,645909.0
46,23.4,Bachelor,Mid,Tier 1,1377837.0
50,26.8,High School,Mid,Tier 2,732037.0
32,10.7,Bachelor,Senior,Tier 1,1120825.0
18,0.0,High School,Junior,Tier 3,421875.0
34,12.0,High School,Junior,Tier 1,489767.0
50,26.6,Bachelor,Lead,Tier 1,1886239.0
32,10.0,High School,Manager,Tier 1,1981698.0
23,1.6,Bachelor,Lead,Tier 3,1253324.0
26,3.6,Bachelor,Lead,Tier 3,1366788.0
46,26.2,Bachelor,Lead,Tier 1,1512237.0
43,22.2,Bachelor,Mid,Tier 3,773689.0
32,10.0,High School,Mid,Tier 1,1034117.0
37,10.3,Bachelor,Lead,Tier 2,1230250.0
48,25.6,Bachelor,Mid,Tier 1,1322572.0
28,7.3,Bachelor,Mid,Tier 1,537444.0
43,20.4,High School,Junior,Tier 3,240048.0
51,29.6,High School,Junior,Tier 3,332931.0
30,7.6,High School,Junior,Tier 3,522847.0
34,12.5,Master,Lead,Tier 1,2077007.0
34,14.8,High School,Mid,Tier 3,342793.0
41,20.6,Bachelor,Manager,Tier 2,2842186.0
53,28.4,High School,Mid,Tier 1,715007.0
42,16.7,High School,Mid,Tier 3,643741.0
18,0.0,High School,Junior,Tier 1,395986.0
81,61.3,Bachelor,Mid,Tier 3,1616131.0
40,14.7,Bachelor,Lead,Tier 3,1488675.0
26,3.6,Bachelor,Senior,Tier 2,1060313.0
20,2.0,Bachelor,Senior,Tier 1,1028761.0
41,18.5,High School,Mid,Tier 2,667339.0
49,31.0,Master,Lead,Tier 1,2119852.0
22,0.0,Bachelor,Junior,Tier 2,683726.0
46,22.7,Bachelor,Lead,Tier 1,2213943.0
56,32.6,Bachelor,Manager,Tier 1,2202921.0
35,10.4,High School,Manager,Tier 2,2494496.0
34,8.6,Bachelor,Manager,Tier 1,2095230.0
29,6.6,Master,Lead,Tier 3,2041015.0
28,6.3,High School,Lead,Tier 3,1157118.0
35,11.6,Bachelor,Junior,Tier 2,642502.0
29,6.0,Bachelor,Manager,Tier 1,2159853.0
21,1.9,Bachelor,Mid,Tier 2,540843.0
52,31.9,Bachelor,Manager,Tier 1,2578414.0
45,22.5,High School,Mid,Tier 3,488274.0
43,21.9,High School,Mid,Tier 1,641554.0
35,9.7,High School,Junior,Tier 3,348337.0
30,8.5,High School,Mid,Tier 1,460356.0
45,22.9,High School,Junior,Tier 2,362324.0
29,6.3,Bachelor,Junior,Tier 2,510422.0
29,7.1,High School,Junior,Tier 1,508995.0
33,10.7,Bachelor,Manager,Tier 2,2018077.0
17,0.0,High School,Junior,Tier 1,575381.0
52,33.4,High School,Mid,Tier 3,354674.0
24,3.9,Bachelor,Mid,Tier 1,804862.0
32,9.2,High School,Mid,Tier 1,1451951.0
40,14.5,Bachelor,Manager,Tier 2,2045739.0
32,5.1,High School,Manager,Tier 1,1866524.0
33,15.0,Bachelor,Mid,Tier 2,670465.0
30,7.7,High School,Mid,Tier 2,425309.0
28,7.5,High School,Mid,Tier 1,727007.0
62,38.1,Bachelor,Junior,Tier 3,470259.0
46,23.4,Bachelor,Senior,Tier 2,1758751.0
32,9.5,Bachelor,Senior,Tier 1,1132992.0
26,4.5,High School,Mid,Tier 2,1278936.0
41,19.2,Bachelor,Lead,Tier 3,1936642.0
57,33.2,Bachelor,Mid,Tier 2,1391119.0
52,28.1,Bachelor,Mid,Tier 2,1358052.0
35,12.8,Bachelor,Manager,Tier 1,2687884.0
19,0.0,High School,Junior,Tier 1,180000.0
49,25.4,Bachelor,Manager,Tier 1,2720562.0
47,24.7,Bachelor,Mid,Tier 1,1647959.0
38,16.8,High School,Mid,Tier 3,446880.0
30,11.0,High School,Junior,Tier 2,513561.0
32,9.0,High School,Junior,Tier 1,371730.0
32,10.1,High School,Manager,Tier 1,2390573.0
46,20.3,Bachelor,Manager,Tier 2,1965671.0
22,0.7,High School,Junior,Tier 3,590054.0
47,23.2,Bachelor,Senior,Tier 2,1099712.0
57,34.4,Bachelor,Mid,Tier 1,1334910.0
47,26.0,Bachelor,Mid,Tier 1,561196.0
41,20.0,Bachelor,Lead,Tier 1,2140017.0
36,11.1,High School,Mid,Tier 1,729562.0
32,11.6,Bachelor,Junior,Tier 1,616223.0
37,14.9,High School,Junior,Tier 1,262953.0
36,16.5,High School,Junior,Tier 1,470693.0
64,44.9,High School,Mid,Tier 1,823208.0
17,0.0,High School,Junior,Tier 3,380863.0
23,0.0,Bachelor,Mid,Tier 2,874296.0
40,18.8,Bachelor,Mid,Tier 2,723344.0
42,16.8,Bachelor,Manager,Tier 1,2643523.0
37,17.6,High School,Junior,Tier 2,427642.0
35,15.9,Bachelor,Junior,Tier 2,506705.0
56,36.0,High School,Junior,Tier 2,360170.0
52,29.2,Bachelor,Mid,Tier 1,752258.0
37,16.1,Bachelor,Senior,Tier 1,1773417.0
48,24.9,PhD,Lead,Tier 2,2447490.0
24,2.0,High School,Junior,Tier 2,395706.0
33,10.8,Bachelor,Mid,Tier 2,773660.0
39,13.0,Bachelor,Senior,Tier 1,1240325.0
34,10.4,High School,Mid,Tier 3,484931.0
23,5.0,Bachelor,Manager,Tier 1,2130591.0
49,26.8,High School,Mid,Tier 3,1338559.0
18,0.0,High School,Junior,Tier 2,380336.0
20,0.0,High School,Junior,Tier 3,547521.0
54,31.2,Master,Mid,Tier 2,1635223.0
19,0.0,Bachelor,Mid,Tier 2,850419.0
53,30.2,High School,Mid,Tier 2,1056443.0
28,1.4,High School,Mid,Tier 1,535769.0
35,14.6,High School,Junior,Tier 1,319927.0
20,1.2,Bachelor,Mid,Tier 1,836876.0
31,6.7,Bachelor,Mid,Tier 1,873242.0
37,14.2,PhD,Lead,Tier 1,1769717.0
64,45.0,High School,Mid,Tier 1,570073.0
42,18.5,Bachelor,Senior,Tier 3,1916576.0
27,5.8,Bachelor,Mid,Tier 2,789153.0
36,18.0,Bachelor,Junior,Tier 3,620094.0
36,15.3,Bachelor,Mid,Tier 3,1321996.0
23,1.1,High School,Junior,Tier 3,559982.0
46,25.8,High School,Mid,Tier 2,649698.0
24,3.6,High School,Mid,Tier 1,621967.0
22,0.0,High School,Mid,Tier 2,627024.0
62,36.5,Bachelor,Manager,Tier 1,2600664.0
19,0.0,High School,Junior,Tier 3,286907.0
20,0.0,High School,Junior,Tier 1,401032.0
47,24.4,Master,Manager,Tier 2,2986642.0
57,38.3,High School,Mid,Tier 1,565597.0
19,0.0,High School,Junior,Tier 1,526751.0
37,16.5,Master,Lead,Tier 1,2160691.0
35,12.4,High School,Mid,Tier 1,1012534.0
17,0.0,High School,Mid,Tier 1,537397.0
36,13.7,Bachelor,Mid,Tier 2,555323.0
50,24.3,Bachelor,Mid,Tier 3,1439934.0
35,8.3,High School,Lead,Tier 1,1080088.0
27,6.3,PhD,Lead,Tier 1,1865525.0
28,8.3,High School,Mid,Tier 1,510036.0
29,3.1,Master,Lead,Tier 1,2155391.0
25,2.5,High School,Mid,Tier 3,704197.0
47,25.0,Bachelor,Manager,Tier 3,2076462.0
29,6.4,Master,Lead,Tier 3,2204038.0
19,0.0,High School,Mid,Tier 3,588927.0
49,29.7,Bachelor,Mid,Tier 2,702717.0
31,6.3,Master,Lead,Tier 3,2104493.0
43,17.1,Bachelor,Lead,Tier 1,1250078.0
56,31.3,High School,Mid,Tier 2,646052.0
42,21.0,High School,Mid,Tier 2,636203.0
45,22.5,Bachelor,Lead,Tier 1,2211428.0
40,16.5,Bachelor,Manager,Tier 2,2098482.0
44,23.1,Bachelor,Mid,Tier 2,696164.0
36,14.7,High School,Mid,Tier 1,580955.0
19,0.0,Bachelor,Mid,Tier 3,818871.0
53,32.0,High School,Mid,Tier 1,1332273.0
72,52.4,Bachelor,Mid,Tier 3,702002.0
46,23.8,Bachelor,Mid,Tier 2,913046.0
33,10.5,Bachelor,Lead,Tier 1,1441209.0
22,3.8,High School,Junior,Tier 2,320762.0
41,17.6,High School,Senior,Tier 2,1431061.0
46,23.7,High School,Junior,Tier 3,370473.0
33,11.7,High School,Mid,Tier 1,598740.0
32,10.1,High School,Junior,Tier 2,538154.0
52,29.5,High School,Mid,Tier 3,826752.0
27,5.2,High School,Mid,Tier 2,574586.0
48,29.1,High School,Senior,Tier 1,1382367.0
22,1.6,Bachelor,Mid,Tier 3,679234.0
25,2.9,High School,Junior,Tier 1,379116.0
38,14.3,Bachelor,Mid,Tier 3,783689.0
37,13.5,High School,Mid,Tier 1,399764.0
49,28.9,Bachelor,Mid,Tier 1,877030.0
40,14.8,Bachelor,Mid,Tier 2,642343.0
48,30.0,High School,Junior,Tier 3,1046059.0
31,8.9,Bachelor,Mid,Tier 3,735511.0
40,15.2,High School,Junior,Tier 1,327565.0
25,3.4,High School,Mid,Tier 1,761169.0
68,44.4,Bachelor,Manager,Tier 1,2603774.0
19,0.0,High School,Junior,Tier 3,285652.0
35,10.0,High School,Mid,Tier 2,694151.0
28,5.5,High School,Mid,Tier 3,720826.0
53,26.8,High School,Mid,Tier 2,576500.0
33,9.8,Bachelor,Mid,Tier 1,773754.0
20,0.0,High School,Junior,Tier 1,515654.0
45,22.0,Bachelor,Mid,Tier 3,725014.0
36,12.5,Bachelor,Manager,Tier 2,2635681.0
34,12.1,Bachelor,Manager,Tier 1,2152162.0
32,11.8,Bachelor,Mid,Tier 1,732411.0
19,0.0,Bachelor,Mid,Tier 3,657487.0
24,4.6,High School,Mid,Tier 1,599817.0
34,11.0,Bachelor,Junior,Tier 3,1034792.0
32,10.6,High School,Mid,Tier 1,592171.0
37,15.7,High School,Mid,Tier 2,1323881.0
31,11.3,Bachelor,Mid,Tier 1,604009.0
21,0.0,Bachelor,Junior,Tier 1,544906.0
47,26.6,High School,Mid,Tier 3,1339286.0
23,0.0,Bachelor,Mid,Tier 1,743102.0
33,9.9,Master,Manager,Tier 2,2967399.0
17,0.0,High School,Mid,Tier 1,607082.0
67,45.9,High School,Junior,Tier 2,447098.0
57,32.8,Master,Lead,Tier 2,2388949.0
17,0.0,High School,Junior,Tier 3,462277.0
53,29.7,High School,Mid,Tier 3,598293.0
25,3.1,Bachelor,Mid,Tier 1,1313600.0
24,0.1,High School,Mid,Tier 2,1195517.0
48,26.5,Bachelor,Mid,Tier 2,791520.0
51,28.3,Master,Manager,Tier 1,2718202.0
38,17.3,High School,Senior,Tier 2,1058317.0
51,29.1,High School,Lead,Tier 2,2185588.0
18,0.0,High School,Senior,Tier 2,901529.0
23,1.2,Bachelor,Mid,Tier 2,544989.0
42,17.6,Bachelor,Mid,Tier 3,1473559.0
34,11.6,High School,Junior,Tier 2,413225.0
39,17.0,High School,Junior,Tier 2,480509.0
39,15.2,Bachelor,Junior,Tier 3,546486.0
21,2.0,Bachelor,Junior,Tier 2,664420.0
26,3.4,High School,Mid,Tier 3,514301.0
54,30.7,Bachelor,Mid,Tier 3,800649.0
34,12.4,Bachelor,Mid,Tier 2,788853.0
32,8.2,High School,Mid,Tier 1,648922.0
59,38.9,High School,Mid,Tier 2,694663.0
54,33.5,Bachelor,Mid,Tier 1,861091.0
54,32.3,Bachelor,Manager,Tier 1,1914514.0
67,46.2,High School,Mid,Tier 2,696244.0
33,10.0,High School,Lead,Tier 3,1352668.0
37,12.0,High School,Mid,Tier 2,577240.0
47,24.3,Bachelor,Junior,Tier 3,584480.0
51,28.0,High School,Junior,Tier 3,429154.0
45,18.9,High School,Mid,Tier 3,612096.0
19,0.0,High School,Junior,Tier 1,189000.0
58,33.5,PhD,Lead,Tier 2,2417029.0
27,2.9,High School,Mid,Tier 1,576351.0
36,16.7,Bachelor,Junior,Tier 1,591688.0
51,30.0,High School,Mid,Tier 3,593771.0
45,24.9,Master,Lead,Tier 1,1885384.0
32,11.0,High School,Mid,Tier 1,576312.0
59,39.2,High School,Junior,Tier 2,217037.0
45,23.1,Bachelor,Lead,Tier 2,2038344.0
54,35.0,High School,Lead,Tier 2,1888673.0
29,4.5,Bachelor,Lead,Tier 1,1477998.0
28,5.9,High School,Junior,Tier 1,346086.0
18,0.0,High School,Mid,Tier 2,676122.0
49,29.5,Bachelor,Lead,Tier 1,1463416.0
46,24.8,High School,Mid,Tier 2,642527.0
56,36.4,Bachelor,Lead,Tier 2,1634269.0
41,16.2,Bachelor,Manager,Tier 1,2073114.0
50,26.8,Master,Lead,Tier 1,2070010.0
74,48.4,Bachelor,Lead,Tier 1,1392430.0
30,8.7,High School,Manager,Tier 3,1734708.0
62,39.1,High School,Mid,Tier 3,529257.0
19,0.0,High School,Junior,Tier 3,180000.0
29,7.1,High School,Mid,Tier 3,700663.0
36,9.7,High School,Junior,Tier 3,221868.0
36,10.7,High School,Junior,Tier 3,486554.0
51,29.2,Bachelor,Mid,Tier 2,673029.0
37,15.9,Bachelor,Manager,Tier 1,2632517.0
29,2.6,High School,Mid,Tier 3,795200.0
17,0.0,High School,Junior,Tier 3,362463.0
18,0.0,High School,Mid,Tier 2,483303.0
40,15.8,Bachelor,Lead,Tier 1,1389901.0
26,2.7,Bachelor,Mid,Tier 3,600697.0
42,20.2,Bachelor,Mid,Tier 2,859471.0
32,8.6,High School,Mid,Tier 2,666061.0
33,7.0,High School,Mid,Tier 2,563944.0
43,21.2,Bachelor,Junior,Tier 2,1242142.0
47,24.3,High School,Mid,Tier 2,671752.0
37,13.1,Bachelor,Senior,Tier 2,1016847.0
37,14.4,High School,Junior,Tier 2,429236.0
50,27.3,Bachelor,Mid,Tier 3,1321408.0
19,0.0,High School,Mid,Tier 3,535749.0
32,9.5,Bachelor,Junior,Tier 2,243497.0
44,22.3,Bachelor,Senior,Tier 1,1015360.0
20,0.0,Bachelor,Junior,Tier 3,548059.0
29,8.6,Bachelor,Senior,Tier 1,881506.0
34,15.2,Bachelor,Lead,Tier 2,1549597.0
44,22.0,Bachelor,Manager,Tier 2,2039438.0
18,0.0,High School,Junior,Tier 3,448691.0
22,0.0,Bachelor,Senior,Tier 2,1080978.0
39,18.3,PhD,Lead,Tier 1,2384715.0
26,2.2,Bachelor,Senior,Tier 3,978803.0
21,3.0,Bachelor,Junior,Tier 1,461978.0
49,31.0,Bachelor,Lead,Tier 3,1258834.0
24,1.6,Bachelor,Junior,Tier 2,722921.0
26,0.7,Bachelor,Manager,Tier 2,2116327.0
25,4.3,Bachelor,Senior,Tier 2,960684.0
30,12.0,Bachelor,Lead,Tier 2,1514841.0
52,27.4,Bachelor,Lead,Tier 1,1907810.0
30,11.8,High School,Mid,Tier 3,669210.0
20,0.0,High School,Mid,Tier 1,648778.0
31,6.1,High School,Junior,Tier 2,318992.0
44,22.6,Bachelor,Manager,Tier 1,2456872.0
46,26.0,Bachelor,Mid,Tier 2,1316796.0
31,8.9,High School,Junior,Tier 3,408969.0
57,35.9,High School,Junior,Tier 1,208687.0
58,38.2,High School,Mid,Tier 2,513276.0
41,21.4,High School,Mid,Tier 2,753244.0
23,0.0,High School,Mid,Tier 1,587928.0
47,23.3,High School,Junior,Tier 3,713993.0
72,52.1,Master,Lead,Tier 3,2249092.0
26,4.9,Bachelor,Manager,Tier 1,2023575.0
45,24.2,Bachelor,Mid,Tier 1,638777.0
48,24.7,Master,Manager,Tier 1,2674392.0
23,2.3,Bachelor,Junior,Tier 2,564863.0
20,0.0,High School,Junior,Tier 3,338970.0
18,0.0,High School,Junior,Tier 3,358185.0
27,5.2,Bachelor,Manager,Tier 1,2069245.0
25,3.2,High School,Junior,Tier 3,315027.0
45,24.6,High School,Junior,Tier 2,500373.0
53,29.0,Bachelor,Manager,Tier 2,2080432.0
54,33.4,Bachelor,Mid,Tier 1,1283899.0
41,19.0,High School,Mid,Tier 3,1225255.0
23,0.0,High School,Junior,Tier 2,180000.0
17,0.0,High School,Junior,Tier 3,444354.0
42,23.8,High School,Mid,Tier 2,642346.0
61,38.9,High School,Lead,Tier 2,1051355.0
57,34.3,Bachelor,Mid,Tier 2,1125472.0
21,0.0,Bachelor,Mid,Tier 3,710936.0
44,24.2,Bachelor,Mid,Tier 1,1272291.0
48,28.0,Bachelor,Junior,Tier 1,547894.0
46,25.6,Master,Junior,Tier 1,717252.0
37,14.9,High School,Junior,Tier 3,651542.0
35,14.5,High School,Manager,Tier 2,1876800.0
27,3.4,Bachelor,Mid,Tier 2,821828.0
28,6.4,Bachelor,Mid,Tier 1,692345.0
19,0.0,High School,Junior,Tier 3,445510.0
63,41.5,Bachelor,Mid,Tier 3,1314072.0
36,10.4,Bachelor,Senior,Tier 2,890787.0
20,1.7,High School,Junior,Tier 3,325081.0
28,9.2,Bachelor,Senior,Tier 2,1109363.0
58,33.7,High School,Mid,Tier 1,459637.0
48,27.2,High School,Mid,Tier 2,608199.0
39,14.0,Bachelor,Manager,Tier 1,2111231.0
38,16.2,High School,Mid,Tier 1,645168.0
50,23.6,Bachelor,Lead,Tier 3,1537552.0
35,12.4,Bachelor,Lead,Tier 3,1692721.0
45,22.0,Bachelor,Manager,Tier 2,1910815.0
38,18.3,Bachelor,Mid,Tier 2,703030.0
54,35.3,Bachelor,Manager,Tier 1,2664267.0
42,23.4,Bachelor,Lead,Tier 2,1388153.0
32,12.3,High School,Mid,Tier 2,738973.0
55,33.2,PhD,Lead,Tier 1,2593041.0
63,41.8,Bachelor,Mid,Tier 3,1017325.0
21,0.0,High School,Junior,Tier 2,393792.0
46,21.6,Bachelor,Senior,Tier 3,1510865.0
43,23.3,Bachelor,Mid,Tier 2,721272.0
35,14.4,High School,Manager,Tier 1,1812828.0
37,16.5,High School,Mid,Tier 2,698533.0
51,24.4,High School,Mid,Tier 2,696964.0
45,23.9,Bachelor,Manager,Tier 1,2789550.0
19,0.0,High School,Junior,Tier 2,649823.0
61,39.0,High School,Manager,Tier 1,1938470.0
21,0.0,High School,Mid,Tier 3,522102.0
45,20.3,High School,Mid,Tier 2,593906.0
38,13.1,Bachelor,Manager,Tier 1,2547786.0
28,6.3,Bachelor,Lead,Tier 2,1966508.0
40,17.5,Bachelor,Lead,Tier 1,1450932.0
32,9.5,High School,Junior,Tier 1,458604.0
55,36.1,Bachelor,Mid,Tier 2,649339.0
64,39.5,High School,Lead,Tier 3,1141778.0
34,11.3,High School,Mid,Tier 3,684951.0
58,39.4,Bachelor,Junior,Tier 2,444183.0
46,23.4,Bachelor,Mid,Tier 1,789764.0
44,22.1,Bachelor,Manager,Tier 2,2186605.0
31,8.6,Bachelor,Junior,Tier 2,646591.0
31,10.4,High School,Junior,Tier 3,470509.0
39,12.9,Bachelor,Mid,Tier 1,1487521.0
19,0.0,High School,Mid,Tier 1,628006.0
56,34.1,High School,Junior,Tier 1,266624.0
53,29.0,High School,Manager,Tier 3,2194691.0
68,46.7,Master,Lead,Tier 2,1652676.0
69,48.6,High School,Junior,Tier 3,456514.0
62,40.9,Bachelor,Mid,Tier 1,1370530.0
62,43.6,High School,Junior,Tier 2,195265.0
39,16.1,High School,Junior,Tier 3,294862.0
45,24.0,Bachelor,Manager,Tier 1,2246247.0
29,8.0,Bachelor,Mid,Tier 2,533469.0
33,10.5,Bachelor,Junior,Tier 3,535430.0
34,14.3,Bachelor,Junior,Tier 2,1181933.0
